LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BEL,PASSCAR,TOT,PC_CHG,A,2012,-14.93749683,
BEL,PASSCAR,TOT,PC_CHG,A,2013,-0.138062239,
BEL,PASSCAR,TOT,PC_CHG,A,2014,-0.643123862,
BEL,PASSCAR,TOT,PC_CHG,A,2015,3.753476112,
BEL,PASSCAR,TOT,PC_CHG,A,2016,7.674438098,
BEL,PASSCAR,TOT,PC_CHG,A,2017,1.304492883,
BEL,PASSCAR,TOT,PC_CHG,A,2018,0.562428873,
BEL,PASSCAR,TOT,PC_CHG,A,2019,0.068591348,
CAN,PASSCAR,TOT,PC_CHG,A,1948,-8.217035911,
CAN,PASSCAR,TOT,PC_CHG,A,1949,36.85403784,
CAN,PASSCAR,TOT,PC_CHG,A,1950,64.21443168,
CAN,PASSCAR,TOT,PC_CHG,A,1951,-16.70401962,
CAN,PASSCAR,TOT,PC_CHG,A,1952,6.244628735,
CAN,PASSCAR,TOT,PC_CHG,A,1953,23.9240394,
CAN,PASSCAR,TOT,PC_CHG,A,1954,-14.08025558,
CAN,PASSCAR,TOT,PC_CHG,A,1955,23.45063244,
CAN,PASSCAR,TOT,PC_CHG,A,1956,4.896864387,
CAN,PASSCAR,TOT,PC_CHG,A,1957,-5.068035041,
CAN,PASSCAR,TOT,PC_CHG,A,1958,-0.723842204,
CAN,PASSCAR,TOT,PC_CHG,A,1959,11.03581775,
CAN,PASSCAR,TOT,PC_CHG,A,1960,5.617504435,
CAN,PASSCAR,TOT,PC_CHG,A,1961,-1.347374456,
CAN,PASSCAR,TOT,PC_CHG,A,1962,12.27972993,
CAN,PASSCAR,TOT,PC_CHG,A,1963,11.25700606,
CAN,PASSCAR,TOT,PC_CHG,A,1964,11.6615114,
CAN,PASSCAR,TOT,PC_CHG,A,1965,14.95720305,
CAN,PASSCAR,TOT,PC_CHG,A,1966,-1.172144888,
CAN,PASSCAR,TOT,PC_CHG,A,1967,-3.037965254,
CAN,PASSCAR,TOT,PC_CHG,A,1968,9.245789544,
CAN,PASSCAR,TOT,PC_CHG,A,1969,3.199193946,
CAN,PASSCAR,TOT,PC_CHG,A,1970,-16.15429979,
CAN,PASSCAR,TOT,PC_CHG,A,1971,21.28016405,
CAN,PASSCAR,TOT,PC_CHG,A,1972,10.12756108,
CAN,PASSCAR,TOT,PC_CHG,A,1973,13.8816139,
CAN,PASSCAR,TOT,PC_CHG,A,1974,-3.12141627,
CAN,PASSCAR,TOT,PC_CHG,A,1975,6.032635674,
CAN,PASSCAR,TOT,PC_CHG,A,1976,-6.098458854,
CAN,PASSCAR,TOT,PC_CHG,A,1977,5.906892955,
CAN,PASSCAR,TOT,PC_CHG,A,1978,-0.673251989,
CAN,PASSCAR,TOT,PC_CHG,A,1979,1.553010471,
CAN,PASSCAR,TOT,PC_CHG,A,1980,-6.639993937,
CAN,PASSCAR,TOT,PC_CHG,A,1981,-3.263660718,
CAN,PASSCAR,TOT,PC_CHG,A,1982,-20.74248537,
CAN,PASSCAR,TOT,PC_CHG,A,1983,17.19001425,
CAN,PASSCAR,TOT,PC_CHG,A,1984,15.37608331,
CAN,PASSCAR,TOT,PC_CHG,A,1985,16.96594261,
CAN,PASSCAR,TOT,PC_CHG,A,1986,-2.953138971,
CAN,PASSCAR,TOT,PC_CHG,A,1987,-3.656723328,
CAN,PASSCAR,TOT,PC_CHG,A,1988,-0.4831546,
CAN,PASSCAR,TOT,PC_CHG,A,1989,-6.779394639,
CAN,PASSCAR,TOT,PC_CHG,A,1990,-10.15067681,
CAN,PASSCAR,TOT,PC_CHG,A,1991,-1.299342812,
CAN,PASSCAR,TOT,PC_CHG,A,1992,-8.607474035,
CAN,PASSCAR,TOT,PC_CHG,A,1993,-7.390253927,
CAN,PASSCAR,TOT,PC_CHG,A,1994,1.30113335,
CAN,PASSCAR,TOT,PC_CHG,A,1995,-10.48187171,
CAN,PASSCAR,TOT,PC_CHG,A,1996,-1.405720766,
CAN,PASSCAR,TOT,PC_CHG,A,1997,11.77128467,
CAN,PASSCAR,TOT,PC_CHG,A,1998,0.305734209,
CAN,PASSCAR,TOT,PC_CHG,A,1999,8.861135409,
CAN,PASSCAR,TOT,PC_CHG,A,2000,5.297153457,
CAN,PASSCAR,TOT,PC_CHG,A,2001,2.291764556,
CAN,PASSCAR,TOT,PC_CHG,A,2002,7.606443235,
CAN,PASSCAR,TOT,PC_CHG,A,2003,-7.40651586,
CAN,PASSCAR,TOT,PC_CHG,A,2004,-5.242439123,
CAN,PASSCAR,TOT,PC_CHG,A,2005,3.062907952,
CAN,PASSCAR,TOT,PC_CHG,A,2006,2.122519291,
CAN,PASSCAR,TOT,PC_CHG,A,2007,-0.481833074,
CAN,PASSCAR,TOT,PC_CHG,A,2008,4.132930851,
CAN,PASSCAR,TOT,PC_CHG,A,2009,-16.41511227,
CAN,PASSCAR,TOT,PC_CHG,A,2010,-5.00982384,
CAN,PASSCAR,TOT,PC_CHG,A,2011,-2.340280535,
CAN,PASSCAR,TOT,PC_CHG,A,2012,9.359663633,
CAN,PASSCAR,TOT,PC_CHG,A,2013,0.170475592,
CAN,PASSCAR,TOT,PC_CHG,A,2014,0.003046952,
CAN,PASSCAR,TOT,PC_CHG,A,2015,-6.214084658,
CAN,PASSCAR,TOT,PC_CHG,A,2016,-7.072804427,
CAN,PASSCAR,TOT,PC_CHG,A,2017,-2.109242204,
CAN,PASSCAR,TOT,PC_CHG,A,2018,-10.90729183,
CZE,PASSCAR,TOT,PC_CHG,A,2004,-6.117753185,
CZE,PASSCAR,TOT,PC_CHG,A,2005,5.623790227,
CZE,PASSCAR,TOT,PC_CHG,A,2006,3.287431031,
CZE,PASSCAR,TOT,PC_CHG,A,2007,11.34115364,
CZE,PASSCAR,TOT,PC_CHG,A,2008,4.641858119,
CZE,PASSCAR,TOT,PC_CHG,A,2009,-8.132388225,
CZE,PASSCAR,TOT,PC_CHG,A,2010,1.116225821,
CZE,PASSCAR,TOT,PC_CHG,A,2011,2.367614105,
CZE,PASSCAR,TOT,PC_CHG,A,2012,0.226389009,
CZE,PASSCAR,TOT,PC_CHG,A,2013,-5.311860588,
CZE,PASSCAR,TOT,PC_CHG,A,2014,16.73363845,
CZE,PASSCAR,TOT,PC_CHG,A,2015,20.04170263,
CZE,PASSCAR,TOT,PC_CHG,A,2016,12.49084931,
CZE,PASSCAR,TOT,PC_CHG,A,2017,4.583103896,
CZE,PASSCAR,TOT,PC_CHG,A,2018,-3.740127764,
CZE,PASSCAR,TOT,PC_CHG,A,2019,-4.407180315,
DNK,PASSCAR,TOT,PC_CHG,A,1956,5.067980721,
DNK,PASSCAR,TOT,PC_CHG,A,1957,12.61853411,
DNK,PASSCAR,TOT,PC_CHG,A,1958,6.517311609,
DNK,PASSCAR,TOT,PC_CHG,A,1959,49.11960275,
DNK,PASSCAR,TOT,PC_CHG,A,1960,22.06763248,
DNK,PASSCAR,TOT,PC_CHG,A,1961,16.04320833,
DNK,PASSCAR,TOT,PC_CHG,A,1962,27.95033573,
DNK,PASSCAR,TOT,PC_CHG,A,1963,-21.63243757,
DNK,PASSCAR,TOT,PC_CHG,A,1964,30.77420572,
DNK,PASSCAR,TOT,PC_CHG,A,1965,-14.50472913,
DNK,PASSCAR,TOT,PC_CHG,A,1966,18.84671005,
DNK,PASSCAR,TOT,PC_CHG,A,1967,-3.92824912,
DNK,PASSCAR,TOT,PC_CHG,A,1968,-5.332207504,
DNK,PASSCAR,TOT,PC_CHG,A,1969,30.23758822,
DNK,PASSCAR,TOT,PC_CHG,A,1970,-7.002585307,
DNK,PASSCAR,TOT,PC_CHG,A,1971,-4.452565495,
DNK,PASSCAR,TOT,PC_CHG,A,1972,-10.82882935,
DNK,PASSCAR,TOT,PC_CHG,A,1973,31.07706602,
DNK,PASSCAR,TOT,PC_CHG,A,1974,-35.00877836,
DNK,PASSCAR,TOT,PC_CHG,A,1975,46.77988028,
DNK,PASSCAR,TOT,PC_CHG,A,1976,31.32295888,
DNK,PASSCAR,TOT,PC_CHG,A,1977,-6.955995368,
DNK,PASSCAR,TOT,PC_CHG,A,1978,-5.669250134,
DNK,PASSCAR,TOT,PC_CHG,A,1979,-4.708572285,
DNK,PASSCAR,TOT,PC_CHG,A,1980,-41.81522098,
DNK,PASSCAR,TOT,PC_CHG,A,1981,-2.95155555,
DNK,PASSCAR,TOT,PC_CHG,A,1982,19.13399649,
DNK,PASSCAR,TOT,PC_CHG,A,1983,36.05809711,
DNK,PASSCAR,TOT,PC_CHG,A,1984,15.58454953,
DNK,PASSCAR,TOT,PC_CHG,A,1985,17.21768616,
DNK,PASSCAR,TOT,PC_CHG,A,1986,7.729395047,
DNK,PASSCAR,TOT,PC_CHG,A,1987,-26.81078344,
DNK,PASSCAR,TOT,PC_CHG,A,1988,-28.57660093,
DNK,PASSCAR,TOT,PC_CHG,A,1989,-11.62216965,
DNK,PASSCAR,TOT,PC_CHG,A,1990,3.038762061,
DNK,PASSCAR,TOT,PC_CHG,A,1991,3.700038349,
DNK,PASSCAR,TOT,PC_CHG,A,1992,0.823113995,
DNK,PASSCAR,TOT,PC_CHG,A,1993,-2.879859911,
DNK,PASSCAR,TOT,PC_CHG,A,1994,69.3314166,
DNK,PASSCAR,TOT,PC_CHG,A,1995,-2.361253004,
DNK,PASSCAR,TOT,PC_CHG,A,1996,4.578813959,
DNK,PASSCAR,TOT,PC_CHG,A,1997,7.525752857,
DNK,PASSCAR,TOT,PC_CHG,A,1998,6.310981803,
DNK,PASSCAR,TOT,PC_CHG,A,1999,-11.0985096,
DNK,PASSCAR,TOT,PC_CHG,A,2000,-21.21512563,
DNK,PASSCAR,TOT,PC_CHG,A,2001,-15.41717635,
DNK,PASSCAR,TOT,PC_CHG,A,2002,16.110036,
DNK,PASSCAR,TOT,PC_CHG,A,2003,-13.52802022,
DNK,PASSCAR,TOT,PC_CHG,A,2004,26.98624885,
DNK,PASSCAR,TOT,PC_CHG,A,2005,21.24560358,
DNK,PASSCAR,TOT,PC_CHG,A,2006,5.479276878,
DNK,PASSCAR,TOT,PC_CHG,A,2007,3.676644185,
DNK,PASSCAR,TOT,PC_CHG,A,2008,-7.273465821,
DNK,PASSCAR,TOT,PC_CHG,A,2009,-25.49663819,
DNK,PASSCAR,TOT,PC_CHG,A,2010,36.8511078,
DNK,PASSCAR,TOT,PC_CHG,A,2011,10.53289414,
DNK,PASSCAR,TOT,PC_CHG,A,2012,-0.505318209,
DNK,PASSCAR,TOT,PC_CHG,A,2013,6.929843254,
DNK,PASSCAR,TOT,PC_CHG,A,2014,4.29908715,
DNK,PASSCAR,TOT,PC_CHG,A,2015,9.682658472,
DNK,PASSCAR,TOT,PC_CHG,A,2016,7.6558659,
DNK,PASSCAR,TOT,PC_CHG,A,2017,-0.450391733,
DNK,PASSCAR,TOT,PC_CHG,A,2018,-1.350063891,
DNK,PASSCAR,TOT,PC_CHG,A,2019,3.274426609,
FIN,PASSCAR,TOT,PC_CHG,A,1956,26.86391307,
FIN,PASSCAR,TOT,PC_CHG,A,1957,-0.118672927,
FIN,PASSCAR,TOT,PC_CHG,A,1958,-25.30220064,
FIN,PASSCAR,TOT,PC_CHG,A,1959,47.25449516,
FIN,PASSCAR,TOT,PC_CHG,A,1960,10.59972761,
FIN,PASSCAR,TOT,PC_CHG,A,1961,18.00424628,
FIN,PASSCAR,TOT,PC_CHG,A,1962,47.5422814,
FIN,PASSCAR,TOT,PC_CHG,A,1963,27.37183552,
FIN,PASSCAR,TOT,PC_CHG,A,1964,57.23504069,
FIN,PASSCAR,TOT,PC_CHG,A,1965,21.9360417,
FIN,PASSCAR,TOT,PC_CHG,A,1966,-21.17268723,
FIN,PASSCAR,TOT,PC_CHG,A,1967,-16.58832622,
FIN,PASSCAR,TOT,PC_CHG,A,1968,-26.41715779,
FIN,PASSCAR,TOT,PC_CHG,A,1969,74.51490381,
FIN,PASSCAR,TOT,PC_CHG,A,1970,8.944666556,
FIN,PASSCAR,TOT,PC_CHG,A,1971,-18.22287849,
FIN,PASSCAR,TOT,PC_CHG,A,1972,34.62294211,
FIN,PASSCAR,TOT,PC_CHG,A,1973,17.01315608,
FIN,PASSCAR,TOT,PC_CHG,A,1974,-18.55557148,
FIN,PASSCAR,TOT,PC_CHG,A,1975,21.71721876,
FIN,PASSCAR,TOT,PC_CHG,A,1976,-21.18025149,
FIN,PASSCAR,TOT,PC_CHG,A,1977,-2.330999817,
FIN,PASSCAR,TOT,PC_CHG,A,1978,-10.34943565,
FIN,PASSCAR,TOT,PC_CHG,A,1979,23.35324915,
FIN,PASSCAR,TOT,PC_CHG,A,1980,3.623217353,
FIN,PASSCAR,TOT,PC_CHG,A,1981,1.800308404,
FIN,PASSCAR,TOT,PC_CHG,A,1982,21.90044306,
FIN,PASSCAR,TOT,PC_CHG,A,1983,-6.668944789,
FIN,PASSCAR,TOT,PC_CHG,A,1984,6.225140213,
FIN,PASSCAR,TOT,PC_CHG,A,1985,8.868434452,
FIN,PASSCAR,TOT,PC_CHG,A,1986,3.630123187,
FIN,PASSCAR,TOT,PC_CHG,A,1987,5.767214503,
FIN,PASSCAR,TOT,PC_CHG,A,1988,14.54239892,
FIN,PASSCAR,TOT,PC_CHG,A,1989,1.794485296,
FIN,PASSCAR,TOT,PC_CHG,A,1990,-21.71555656,
FIN,PASSCAR,TOT,PC_CHG,A,1991,-33.48364871,
FIN,PASSCAR,TOT,PC_CHG,A,1992,-25.88311618,
FIN,PASSCAR,TOT,PC_CHG,A,1993,-18.54348112,
FIN,PASSCAR,TOT,PC_CHG,A,1994,20.35425174,
FIN,PASSCAR,TOT,PC_CHG,A,1995,18.88215949,
FIN,PASSCAR,TOT,PC_CHG,A,1996,19.9524346,
FIN,PASSCAR,TOT,PC_CHG,A,1997,9.054575811,
FIN,PASSCAR,TOT,PC_CHG,A,1998,20.32782493,
FIN,PASSCAR,TOT,PC_CHG,A,1999,8.407885424,
FIN,PASSCAR,TOT,PC_CHG,A,2000,-1.262433614,
FIN,PASSCAR,TOT,PC_CHG,A,2001,-18.70314926,
FIN,PASSCAR,TOT,PC_CHG,A,2002,6.950689038,
FIN,PASSCAR,TOT,PC_CHG,A,2003,25.95057846,
FIN,PASSCAR,TOT,PC_CHG,A,2004,-3.231233676,
FIN,PASSCAR,TOT,PC_CHG,A,2005,3.869126905,
FIN,PASSCAR,TOT,PC_CHG,A,2006,-1.661030906,
FIN,PASSCAR,TOT,PC_CHG,A,2007,-13.78380233,
FIN,PASSCAR,TOT,PC_CHG,A,2008,11.18638401,
FIN,PASSCAR,TOT,PC_CHG,A,2009,-35.15024809,
FIN,PASSCAR,TOT,PC_CHG,A,2010,23.6422854,
FIN,PASSCAR,TOT,PC_CHG,A,2011,12.62713302,
FIN,PASSCAR,TOT,PC_CHG,A,2012,-11.79100928,
FIN,PASSCAR,TOT,PC_CHG,A,2013,-7.013428248,
FIN,PASSCAR,TOT,PC_CHG,A,2014,2.687158668,
FIN,PASSCAR,TOT,PC_CHG,A,2015,2.433284699,
FIN,PASSCAR,TOT,PC_CHG,A,2016,9.354897997,
FIN,PASSCAR,TOT,PC_CHG,A,2017,-0.347058824,
FIN,PASSCAR,TOT,PC_CHG,A,2018,1.617377959,
FIN,PASSCAR,TOT,PC_CHG,A,2019,-5.230488361,
FRA,PASSCAR,TOT,PC_CHG,A,1959,-4.781809062,
FRA,PASSCAR,TOT,PC_CHG,A,1960,12.15188762,
FRA,PASSCAR,TOT,PC_CHG,A,1961,12.52189978,
FRA,PASSCAR,TOT,PC_CHG,A,1962,27.5844844,
FRA,PASSCAR,TOT,PC_CHG,A,1963,14.20983981,
FRA,PASSCAR,TOT,PC_CHG,A,1964,0.523384726,
FRA,PASSCAR,TOT,PC_CHG,A,1965,0.415976776,
FRA,PASSCAR,TOT,PC_CHG,A,1966,14.45706199,
FRA,PASSCAR,TOT,PC_CHG,A,1967,1.719556494,
FRA,PASSCAR,TOT,PC_CHG,A,1968,0.703496356,
FRA,PASSCAR,TOT,PC_CHG,A,1969,10.15921018,
FRA,PASSCAR,TOT,PC_CHG,A,1970,-5.071128371,
FRA,PASSCAR,TOT,PC_CHG,A,1971,13.3284158,
FRA,PASSCAR,TOT,PC_CHG,A,1972,11.48398166,
FRA,PASSCAR,TOT,PC_CHG,A,1973,6.603214735,
FRA,PASSCAR,TOT,PC_CHG,A,1974,-12.67340175,
FRA,PASSCAR,TOT,PC_CHG,A,1975,-2.735574274,
FRA,PASSCAR,TOT,PC_CHG,A,1976,25.32704733,
FRA,PASSCAR,TOT,PC_CHG,A,1977,2.610896504,
FRA,PASSCAR,TOT,PC_CHG,A,1978,2.008560389,
FRA,PASSCAR,TOT,PC_CHG,A,1979,1.630962896,
FRA,PASSCAR,TOT,PC_CHG,A,1980,-5.221104989,
FRA,PASSCAR,TOT,PC_CHG,A,1981,-2.064369293,
FRA,PASSCAR,TOT,PC_CHG,A,1982,12.09537035,
FRA,PASSCAR,TOT,PC_CHG,A,1983,-1.901295974,
FRA,PASSCAR,TOT,PC_CHG,A,1984,-12.88360221,
FRA,PASSCAR,TOT,PC_CHG,A,1985,0.488990183,
FRA,PASSCAR,TOT,PC_CHG,A,1986,8.221711047,
FRA,PASSCAR,TOT,PC_CHG,A,1987,10.1312621,
FRA,PASSCAR,TOT,PC_CHG,A,1988,5.31873759,
FRA,PASSCAR,TOT,PC_CHG,A,1989,4.382114147,
FRA,PASSCAR,TOT,PC_CHG,A,1990,-1.952074638,
FRA,PASSCAR,TOT,PC_CHG,A,1991,-10.48225531,
FRA,PASSCAR,TOT,PC_CHG,A,1992,3.664005939,
FRA,PASSCAR,TOT,PC_CHG,A,1993,-18.25891627,
FRA,PASSCAR,TOT,PC_CHG,A,1994,14.62315727,
FRA,PASSCAR,TOT,PC_CHG,A,1995,-2.149860182,
FRA,PASSCAR,TOT,PC_CHG,A,1996,10.44219541,
