"","LOCATION","FREQUENCY","TIME","Value"
"5413","CAN","M","1951-11",17.28621908
"5414","CAN","M","1951-12",10.0747168
"5415","CAN","M","1952-01",-0.454346398
"5416","CAN","M","1952-02",4.679681056
"5417","CAN","M","1952-03",1.01386846
"5418","CAN","M","1952-04",15.98107026
"5419","CAN","M","1952-05",32.68765133
"5420","CAN","M","1952-06",-10.44539065
"5421","CAN","M","1952-07",-4.931889363
"5422","CAN","M","1952-08",-6.195919663
"5423","CAN","M","1952-09",4.332924301
"5424","CAN","M","1952-10",9.457760474
"5425","CAN","M","1952-11",14.79491645
"5426","CAN","M","1952-12",-13.84029436
"5427","CAN","M","1953-01",28.54948678
"5428","CAN","M","1953-02",7.483607752
"5429","CAN","M","1953-03",-10.38689911
"5430","CAN","M","1953-04",-10.8344427
"5431","CAN","M","1953-05",-3.854636762
"5432","CAN","M","1953-06",-1.785777307
"5433","CAN","M","1953-07",3.708361781
"5434","CAN","M","1953-08",-15.08610235
"5435","CAN","M","1953-09",23.20561472
"5436","CAN","M","1953-10",7.392197125
"5437","CAN","M","1953-11",-1.637574786
"5438","CAN","M","1953-12",-20.60824581
"5439","CAN","M","1954-01",13.15851828
"5440","CAN","M","1954-02",1.231939694
"5441","CAN","M","1954-03",0.651566863
"5442","CAN","M","1954-04",-7.901767365
"5443","CAN","M","1954-05",-7.988396742
"5444","CAN","M","1954-06",-3.613435189
"5445","CAN","M","1954-07",-1.782194825
"5446","CAN","M","1954-08",1.216804714
"5447","CAN","M","1954-09",33.1336736
"5448","CAN","M","1954-10",-30.08364489
"5449","CAN","M","1954-11",3.783930756
"5450","CAN","M","1954-12",13.4049428
"5451","CAN","M","1955-01",1.682581241
"5452","CAN","M","1955-02",1.942519596
"5453","CAN","M","1955-03",-8.086323453
"5454","CAN","M","1955-04",27.80359669
"5455","CAN","M","1955-05",13.04347826
"5456","CAN","M","1955-06",-3.871328671
"5457","CAN","M","1955-07",4.3735087
"5458","CAN","M","1955-08",-1.413476818
"5459","CAN","M","1955-09",-2.129404445
"5460","CAN","M","1955-10",2.415556647
"5461","CAN","M","1955-11",-7.510227112
"5462","CAN","M","1955-12",-4.709758106
"5463","CAN","M","1956-01",-23.35542111
"5464","CAN","M","1956-02",13.10612705
"5465","CAN","M","1956-03",10.95602083
"5466","CAN","M","1956-04",18.36395101
"5467","CAN","M","1956-05",-0.438621155
"5468","CAN","M","1956-06",5.207568483
"5469","CAN","M","1956-07",0.928759328
"5470","CAN","M","1956-08",-0.140957447
"5471","CAN","M","1956-09",1.012064879
"5472","CAN","M","1956-10",-13.85820128
"5473","CAN","M","1956-11",6.5317866
"5474","CAN","M","1956-12",-1.936503376
"5475","CAN","M","1957-01",0.902405438
"5476","CAN","M","1957-02",-8.905601208
"5477","CAN","M","1957-03",7.407879638
"5478","CAN","M","1957-04",-7.057217474
"5479","CAN","M","1957-05",-0.498116099
"5480","CAN","M","1957-06",-4.261600667
"5481","CAN","M","1957-07",5.252396594
"5482","CAN","M","1957-08",13.93586192
"5483","CAN","M","1957-09",9.131564972
"5484","CAN","M","1957-10",-34.37403955
"5485","CAN","M","1957-11",14.94360535
"5486","CAN","M","1957-12",3.18823849
"5487","CAN","M","1958-01",12.79655161
"5488","CAN","M","1958-02",-7.310385064
"5489","CAN","M","1958-03",-4.884496758
"5490","CAN","M","1958-04",-2.048176825
"5491","CAN","M","1958-05",-6.181805898
"5492","CAN","M","1958-06",8.976343931
"5493","CAN","M","1958-07",4.067270204
"5494","CAN","M","1958-08",-1.435057307
"5495","CAN","M","1958-09",-1.108068932
"5496","CAN","M","1958-10",9.758639784
"5497","CAN","M","1958-11",0.798290649
"5498","CAN","M","1958-12",5.720426309
"5499","CAN","M","1959-01",-2.355955332
"5500","CAN","M","1959-02",2.184639078
"5501","CAN","M","1959-03",-0.658684306
"5502","CAN","M","1959-04",-0.446717051
"5503","CAN","M","1959-05",-0.172151041
"5504","CAN","M","1959-06",2.442540921
"5505","CAN","M","1959-07",-3.926925518
"5506","CAN","M","1959-08",9.140001149
"5507","CAN","M","1959-09",-5.869038846
"5508","CAN","M","1959-10",5.712128837
"5509","CAN","M","1959-11",-8.759819091
"5510","CAN","M","1959-12",-17.85082761
"5511","CAN","M","1960-01",28.4096122
"5512","CAN","M","1960-02",4.594668865
"5513","CAN","M","1960-03",-5.519941149
"5514","CAN","M","1960-04",2.761324768
"5515","CAN","M","1960-05",-1.066190399
"5516","CAN","M","1960-06",4.225929978
"5517","CAN","M","1960-07",-8.111796352
"5518","CAN","M","1960-08",0.305592049
"5519","CAN","M","1960-09",7.952507047
"5520","CAN","M","1960-10",2.323679907
"5521","CAN","M","1960-11",0.907333419
"5522","CAN","M","1960-12",-1.716606637
"5523","CAN","M","1961-01",-9.153996101
"5524","CAN","M","1961-02",0.077246588
"5525","CAN","M","1961-03",-3.959405374
"5526","CAN","M","1961-04",0.473284715
"5527","CAN","M","1961-05",2.921135273
"5528","CAN","M","1961-06",2.593552101
"5529","CAN","M","1961-07",15.9114503
"5530","CAN","M","1961-08",-7.649109218
"5531","CAN","M","1961-09",-7.540889075
"5532","CAN","M","1961-10",-0.762579731
"5533","CAN","M","1961-11",26.07552991
"5534","CAN","M","1961-12",-11.7687044
"5535","CAN","M","1962-01",10.84488957
"5536","CAN","M","1962-02",-10.20781688
"5537","CAN","M","1962-03",12.30745414
"5538","CAN","M","1962-04",-1.966595447
"5539","CAN","M","1962-05",4.220665089
"5540","CAN","M","1962-06",-6.986418421
"5541","CAN","M","1962-07",-0.253837786
"5542","CAN","M","1962-08",-8.424624333
"5543","CAN","M","1962-09",-20.96125344
"5544","CAN","M","1962-10",42.89445486
"5545","CAN","M","1962-11",3.770445705
"5546","CAN","M","1962-12",1.05909717
"5547","CAN","M","1963-01",-6.679031105
"5548","CAN","M","1963-02",7.415655006
"5549","CAN","M","1963-03",-4.629959875
"5550","CAN","M","1963-04",10.19330108
"5551","CAN","M","1963-05",-4.000509079
"5552","CAN","M","1963-06",8.369790976
"5553","CAN","M","1963-07",-13.08363577
"5554","CAN","M","1963-08",-8.28778531
"5555","CAN","M","1963-09",3.703703704
"5556","CAN","M","1963-10",24.6226322
"5557","CAN","M","1963-11",9.028836068
"5558","CAN","M","1963-12",-6.502205522
"5559","CAN","M","1964-01",1.958957035
"5560","CAN","M","1964-02",-1.327214563
"5561","CAN","M","1964-03",1.912425944
"5562","CAN","M","1964-04",-1.687180458
"5563","CAN","M","1964-05",2.026233171
"5564","CAN","M","1964-06",-4.647826169
"5565","CAN","M","1964-07",6.571106139
"5566","CAN","M","1964-08",-5.335513116
"5567","CAN","M","1964-09",10.3736557
"5568","CAN","M","1964-10",-7.91934853
"5569","CAN","M","1964-11",-6.980381556
"5570","CAN","M","1964-12",-15.13503415
"5571","CAN","M","1965-01",34.11525855
"5572","CAN","M","1965-02",0.279049408
"5573","CAN","M","1965-03",-0.070932305
"5574","CAN","M","1965-04",9.781045811
"5575","CAN","M","1965-05",-4.625561616
"5576","CAN","M","1965-06",3.867749057
"5577","CAN","M","1965-07",-0.122171643
"5578","CAN","M","1965-08",5.553042109
"5579","CAN","M","1965-09",-17.38923372
"5580","CAN","M","1965-10",19.55840812
"5581","CAN","M","1965-11",1.449764534
"5582","CAN","M","1965-12",1.261109967
"5583","CAN","M","1966-01",-8.101384651
"5584","CAN","M","1966-02",2.260925822
"5585","CAN","M","1966-03",10.35211854
"5586","CAN","M","1966-04",-17.65158487
"5587","CAN","M","1966-05",-10.85869227
"5588","CAN","M","1966-06",9.038967445
"5589","CAN","M","1966-07",11.76537113
"5590","CAN","M","1966-08",8.386737723
"5591","CAN","M","1966-09",-9.357544073
"5592","CAN","M","1966-10",-1.683975624
"5593","CAN","M","1966-11",2.460104061
"5594","CAN","M","1966-12",0.33229385
"5595","CAN","M","1967-01",-3.159074697
"5596","CAN","M","1967-02",-5.485986881
"5597","CAN","M","1967-03",7.845611431
"5598","CAN","M","1967-04",-0.944629891
"5599","CAN","M","1967-05",3.696433845
"5600","CAN","M","1967-06",4.765733621
"5601","CAN","M","1967-07",-14.22564037
"5602","CAN","M","1967-08",3.910895703
"5603","CAN","M","1967-09",-1.908759844
"5604","CAN","M","1967-10",-3.028585014
"5605","CAN","M","1967-11",1.214567263
"5606","CAN","M","1967-12",6.650269253
"5607","CAN","M","1968-01",4.495422461
"5608","CAN","M","1968-02",-4.320420004
"5609","CAN","M","1968-03",7.344692005
"5610","CAN","M","1968-04",-10.03939572
"5611","CAN","M","1968-05",10.92271222
"5612","CAN","M","1968-06",-1.282281351
"5613","CAN","M","1968-07",7.942357588
"5614","CAN","M","1968-08",0.918596996
"5615","CAN","M","1968-09",-12.4444377
"5616","CAN","M","1968-10",10.55029975
"5617","CAN","M","1968-11",1.71622024
"5618","CAN","M","1968-12",2.044747142
"5619","CAN","M","1969-01",-0.30804077
"5620","CAN","M","1969-02",6.438860363
"5621","CAN","M","1969-03",-8.970856102
"5622","CAN","M","1969-04",0.426775888
"5623","CAN","M","1969-05",-7.766068399
"5624","CAN","M","1969-06",3.564436643
"5625","CAN","M","1969-07",-4.527084284
"5626","CAN","M","1969-08",0.418188646
"5627","CAN","M","1969-09",25.85201679
"5628","CAN","M","1969-10",-17.28390059
"5629","CAN","M","1969-11",10.16116128
"5630","CAN","M","1969-12",-14.36279015
"5631","CAN","M","1970-01",-4.446482969
"5632","CAN","M","1970-02",-6.283623454
"5633","CAN","M","1970-03",4.433878387
"5634","CAN","M","1970-04",-2.907536275
"5635","CAN","M","1970-05",3.189035665
"5636","CAN","M","1970-06",1.841726087
"5637","CAN","M","1970-07",1.605267454
"5638","CAN","M","1970-08",-2.545701228
"5639","CAN","M","1970-09",3.108627954
"5640","CAN","M","1970-10",-2.796382824
"5641","CAN","M","1970-11",-9.284813481
"5642","CAN","M","1970-12",-7.619930288
"5643","CAN","M","1971-01",13.17964712
"5644","CAN","M","1971-02",11.17084827
"5645","CAN","M","1971-03",4.999046645
"5646","CAN","M","1971-04",10.12628972
"5647","CAN","M","1971-05",-1.130282271
"5648","CAN","M","1971-06",-4.580395724
"5649","CAN","M","1971-07",2.119680936
"5650","CAN","M","1971-08",-5.856724964
"5651","CAN","M","1971-09",23.07781304
"5652","CAN","M","1971-10",-3.931943008
"5653","CAN","M","1971-11",-1.840953885
"5654","CAN","M","1971-12",-1.478169235
"5655","CAN","M","1972-01",-7.469935245
"5656","CAN","M","1972-02",-0.293676581
"5657","CAN","M","1972-03",9.063420442
"5658","CAN","M","1972-04",-5.029233046
"5659","CAN","M","1972-05",12.01446031
"5660","CAN","M","1972-06",-1.930997232
"5661","CAN","M","1972-07",-5.268158348
"5662","CAN","M","1972-08",-11.27051265
"5663","CAN","M","1972-09",21.21385863
"5664","CAN","M","1972-10",8.316778161
"5665","CAN","M","1972-11",-0.298194613
"5666","CAN","M","1972-12",0.586910274
"5667","CAN","M","1973-01",-3.760932582
"5668","CAN","M","1973-02",7.252184704
"5669","CAN","M","1973-03",21.34488827
"5670","CAN","M","1973-04",-10.62428607
"5671","CAN","M","1973-05",-18.87440403
"5672","CAN","M","1973-06",9.966299523
"5673","CAN","M","1973-07",-7.200607941
"5674","CAN","M","1973-08",-1.024284813
"5675","CAN","M","1973-09",8.843315972
"5676","CAN","M","1973-10",-3.031851261
"5677","CAN","M","1973-11",5.435969929
"5678","CAN","M","1973-12",-1.788043147
"5679","CAN","M","1974-01",5.149048127
"5680","CAN","M","1974-02",-3.583273337
"5681","CAN","M","1974-03",-5.972506151
"5682","CAN","M","1974-04",2.532156434
"5683","CAN","M","1974-05",6.768922128
"5684","CAN","M","1974-06",-6.790505185
"5685","CAN","M","1974-07",9.081630049
"5686","CAN","M","1974-08",3.765088425
"5687","CAN","M","1974-09",-10.16626275
"5688","CAN","M","1974-10",-12.45106404
"5689","CAN","M","1974-11",-4.5046078
"5690","CAN","M","1974-12",2.069638301
"5691","CAN","M","1975-01",2.574659236
"5692","CAN","M","1975-02",22.67345183
"5693","CAN","M","1975-03",-12.78030312
"5694","CAN","M","1975-04",-1.694801715
"5695","CAN","M","1975-05",2.721635434
"5696","CAN","M","1975-06",6.644377222
"5697","CAN","M","1975-07",2.229410301
"5698","CAN","M","1975-08",0.343182593
"5699","CAN","M","1975-09",-2.709389478
"5700","CAN","M","1975-10",7.902019447
"5701","CAN","M","1975-11",7.51163946
"5702","CAN","M","1975-12",24.73109036
"5703","CAN","M","1976-01",-42.99596816
"5704","CAN","M","1976-02",2.835207351
"5705","CAN","M","1976-03",13.73963906
"5706","CAN","M","1976-04",9.416872327
"5707","CAN","M","1976-05",-4.879488905
"5708","CAN","M","1976-06",-0.682814188
"5709","CAN","M","1976-07",-0.657508219
"5710","CAN","M","1976-08",-3.684270129
"5711","CAN","M","1976-09",-16.38382651
"5712","CAN","M","1976-10",35.56652709
"5713","CAN","M","1976-11",-5.053706436
"5714","CAN","M","1976-12",12.49408252
"5715","CAN","M","1977-01",-1.619621045
"5716","CAN","M","1977-02",-7.362763916
"5717","CAN","M","1977-03",0.904548791
"5718","CAN","M","1977-04",-4.285077324
"5719","CAN","M","1977-05",0.299114914
"5720","CAN","M","1977-06",-2.000782224
"5721","CAN","M","1977-07",-1.663735798
"5722","CAN","M","1977-08",6.214567453
"5723","CAN","M","1977-09",-7.405638411
"5724","CAN","M","1977-10",10.36688374
"5725","CAN","M","1977-11",-1.954804636
"5726","CAN","M","1977-12",-4.589386374
"5727","CAN","M","1978-01",-1.811141644
"5728","CAN","M","1978-02",5.6163338
"5729","CAN","M","1978-03",-4.355314664
"5730","CAN","M","1978-04",7.059653188
"5731","CAN","M","1978-05",0.9762983
"5732","CAN","M","1978-06",1.602888928
"5733","CAN","M","1978-07",-4.643377168
"5734","CAN","M","1978-08",-1.796299191
"5735","CAN","M","1978-09",19.74729728
"5736","CAN","M","1978-10",-19.85972231
"5737","CAN","M","1978-11",-5.815110612
"5738","CAN","M","1978-12",-0.50390117
"5739","CAN","M","1979-01",9.446985787
"5740","CAN","M","1979-02",1.714122228
"5741","CAN","M","1979-03",8.791840429
"5742","CAN","M","1979-04",-7.720497313
"5743","CAN","M","1979-05",4.945791205
"5744","CAN","M","1979-06",-0.427161927
"5745","CAN","M","1979-07",6.005921988
"5746","CAN","M","1979-08",-11.25101722
"5747","CAN","M","1979-09",0.765770789
"5748","CAN","M","1979-10",-0.201669925
"5749","CAN","M","1979-11",-1.588279508
"5750","CAN","M","1979-12",4.734061201
"5751","CAN","M","1980-01",-2.891845689
"5752","CAN","M","1980-02",7.006032254
"5753","CAN","M","1980-03",-7.503365125
"5754","CAN","M","1980-04",-10.22276396
"5755","CAN","M","1980-05",-4.826821834
"5756","CAN","M","1980-06",0.618667754
"5757","CAN","M","1980-07",13.45032624
"5758","CAN","M","1980-08",2.638424851
"5759","CAN","M","1980-09",-3.135910147
"5760","CAN","M","1980-10",3.043751523
"5761","CAN","M","1980-11",-0.265136427
"5762","CAN","M","1980-12",0.238383485
"5763","CAN","M","1981-01",3.912144832
"5764","CAN","M","1981-02",-4.479006902
"5765","CAN","M","1981-03",1.879123912
"5766","CAN","M","1981-04",-0.909919228
"5767","CAN","M","1981-05",-6.762180499
"5768","CAN","M","1981-06",-3.121210102
"5769","CAN","M","1981-07",0.324652993
"5770","CAN","M","1981-08",-2.52437302
"5771","CAN","M","1981-09",2.685404006
"5772","CAN","M","1981-10",-14.31154705
"5773","CAN","M","1981-11",42.0991207
"5774","CAN","M","1981-12",-27.32918556
"5775","CAN","M","1982-01",-15.94934357
"5776","CAN","M","1982-02",9.87658869
"5777","CAN","M","1982-03",-4.85482465
"5778","CAN","M","1982-04",4.942208753
"5779","CAN","M","1982-05",3.371333591
"5780","CAN","M","1982-06",0.428787214
"5781","CAN","M","1982-07",-16.31653001
"5782","CAN","M","1982-08",18.07166048
"5783","CAN","M","1982-09",8.671740732
"5784","CAN","M","1982-10",-23.33830374
"5785","CAN","M","1982-11",19.38583048
"5786","CAN","M","1982-12",20.50851642
"5787","CAN","M","1983-01",-19.31391427
"5788","CAN","M","1983-02",-1.668810507
"5789","CAN","M","1983-03",16.13480671
"5790","CAN","M","1983-04",5.648268912
"5791","CAN","M","1983-05",-1.397247591
"5792","CAN","M","1983-06",-0.138005606
"5793","CAN","M","1983-07",-4.066106283
"5794","CAN","M","1983-08",6.788345016
"5795","CAN","M","1983-09",-2.020665582
"5796","CAN","M","1983-10",6.716439095
"5797","CAN","M","1983-11",7.676961136
"5798","CAN","M","1983-12",-2.52353072
"5799","CAN","M","1984-01",3.113476525
"5800","CAN","M","1984-02",-0.561618247
"5801","CAN","M","1984-03",3.027868751
"5802","CAN","M","1984-04",-10.92664787
"5803","CAN","M","1984-05",11.07923939
"5804","CAN","M","1984-06",-0.834111271
"5805","CAN","M","1984-07",1.286142185
"5806","CAN","M","1984-08",-4.668847393
"5807","CAN","M","1984-09",-6.835994378
"5808","CAN","M","1984-10",15.7175863
"5809","CAN","M","1984-11",-6.382054143
"5810","CAN","M","1984-12",7.96627818
"5811","CAN","M","1985-01",5.307863027
"5812","CAN","M","1985-02",-2.012600823
"5813","CAN","M","1985-03",2.191318056
"5814","CAN","M","1985-04",2.072704433
"5815","CAN","M","1985-05",0.410225408
"5816","CAN","M","1985-06",4.163978841
"5817","CAN","M","1985-07",-5.333126903
"5818","CAN","M","1985-08",5.548529187
"5819","CAN","M","1985-09",-0.107430248
"5820","CAN","M","1985-10",-0.928616486
"5821","CAN","M","1985-11",6.171911696
"5822","CAN","M","1985-12",-1.983916318
"5823","CAN","M","1986-01",-0.508525577
"5824","CAN","M","1986-02",0.270180355
"5825","CAN","M","1986-03",-9.470043535
"5826","CAN","M","1986-04",-3.903733813
"5827","CAN","M","1986-05",3.359644966
"5828","CAN","M","1986-06",-0.289599034
"5829","CAN","M","1986-07",9.62601626
"5830","CAN","M","1986-08",-5.848054911
"5831","CAN","M","1986-09",7.996349493
"5832","CAN","M","1986-10",-12.98263616
"5833","CAN","M","1986-11",-4.529636866
"5834","CAN","M","1986-12",8.418605214
"5835","CAN","M","1987-01",-8.278696764
"5836","CAN","M","1987-02",7.104324212
"5837","CAN","M","1987-03",3.022068605
"5838","CAN","M","1987-04",4.108772666
"5839","CAN","M","1987-05",-11.17306591
"5840","CAN","M","1987-06",10.75852686
"5841","CAN","M","1987-07",-6.734260686
"5842","CAN","M","1987-08",3.194352985
"5843","CAN","M","1987-09",-4.373964444
"5844","CAN","M","1987-10",5.123101959
"5845","CAN","M","1987-11",3.343245019
"5846","CAN","M","1987-12",-7.484239453
"5847","CAN","M","1988-01",4.436808387
"5848","CAN","M","1988-02",-3.108444216
"5849","CAN","M","1988-03",3.017082604
"5850","CAN","M","1988-04",-3.233772474
"5851","CAN","M","1988-05",3.68249056
"5852","CAN","M","1988-06",-6.517574732
"5853","CAN","M","1988-07",5.121759436
"5854","CAN","M","1988-08",-1.873406245
"5855","CAN","M","1988-09",2.372317572
"5856","CAN","M","1988-10",-1.415903245
"5857","CAN","M","1988-11",-1.427083691
"5858","CAN","M","1988-12",7.872617085
"5859","CAN","M","1989-01",-14.81784427
"5860","CAN","M","1989-02",5.515054266
"5861","CAN","M","1989-03",-1.553070217
"5862","CAN","M","1989-04",13.84175637
"5863","CAN","M","1989-05",-8.214114002
"5864","CAN","M","1989-06",-9.798968652
"5865","CAN","M","1989-07",-4.030249455
"5866","CAN","M","1989-08",8.528090794
"5867","CAN","M","1989-09",4.318035387
"5868","CAN","M","1989-10",-5.245091635
"5869","CAN","M","1989-11",1.208368327
"5870","CAN","M","1989-12",2.765633321
"5871","CAN","M","1990-01",-3.532431846
"5872","CAN","M","1990-02",-4.079057507
"5873","CAN","M","1990-03",6.161921384
"5874","CAN","M","1990-04",-7.498558441
"5875","CAN","M","1990-05",-4.041274852
"5876","CAN","M","1990-06",6.378714582
"5877","CAN","M","1990-07",-5.957253297
"5878","CAN","M","1990-08",3.405636916
"5879","CAN","M","1990-09",-7.531565235
"5880","CAN","M","1990-10",1.450699341
"5881","CAN","M","1990-11",-2.187660229
"5882","CAN","M","1990-12",-3.43788223
"5883","CAN","M","1991-01",17.95672171
"5884","CAN","M","1991-02",-4.972961917
"5885","CAN","M","1991-03",-6.006753394
"5886","CAN","M","1991-04",1.492815023
"5887","CAN","M","1991-05",7.152627942
"5888","CAN","M","1991-06",5.859205349
"5889","CAN","M","1991-07",-2.753776341
"5890","CAN","M","1991-08",-10.21222194
"5891","CAN","M","1991-09",9.125469871
"5892","CAN","M","1991-10",-16.18193917
"5893","CAN","M","1991-11",6.229860365
"5894","CAN","M","1991-12",-3.493500974
"5895","CAN","M","1992-01",10.10370955
"5896","CAN","M","1992-02",-6.516252706
"5897","CAN","M","1992-03",-5.493759773
"5898","CAN","M","1992-04",3.894664544
"5899","CAN","M","1992-05",-1.502471566
"5900","CAN","M","1992-06",1.726741614
"5901","CAN","M","1992-07",2.258243488
"5902","CAN","M","1992-08",-4.343426937
"5903","CAN","M","1992-09",2.440482578
"5904","CAN","M","1992-10",-2.82379349
"5905","CAN","M","1992-11",-0.377282947
"5906","CAN","M","1992-12",0.440542253
"5907","CAN","M","1993-01",-4.4045677
"5908","CAN","M","1993-02",-10.01996265
"5909","CAN","M","1993-03",13.86244901
"5910","CAN","M","1993-04",1.631049654
"5911","CAN","M","1993-05",-0.527227187
"5912","CAN","M","1993-06",-8.208340457
"5913","CAN","M","1993-07",6.649620699
"5914","CAN","M","1993-08",0.789101821
"5915","CAN","M","1993-09",-6.52331443
"5916","CAN","M","1993-10",4.02096429
"5917","CAN","M","1993-11",1.459700284
"5918","CAN","M","1993-12",-5.50889407
"5919","CAN","M","1994-01",10.48229012
"5920","CAN","M","1994-02",-0.994203032
"5921","CAN","M","1994-03",1.517094347
"5922","CAN","M","1994-04",0.079134392
"5923","CAN","M","1994-05",-3.996168058
"5924","CAN","M","1994-06",-0.093450542
"5925","CAN","M","1994-07",-4.588115924
"5926","CAN","M","1994-08",-6.395600013
"5927","CAN","M","1994-09",6.814833224
"5928","CAN","M","1994-10",3.310509872
"5929","CAN","M","1994-11",-2.440319156
"5930","CAN","M","1994-12",1.197091365
"5931","CAN","M","1995-01",-4.03271797
"5932","CAN","M","1995-02",-3.933919658
"5933","CAN","M","1995-03",-1.318463795
"5934","CAN","M","1995-04",-3.461986209
"5935","CAN","M","1995-05",0.016696969
"5936","CAN","M","1995-06",6.599766281
"5937","CAN","M","1995-07",-4.88959265
"5938","CAN","M","1995-08",4.253645328
"5939","CAN","M","1995-09",3.39393514
"5940","CAN","M","1995-10",-6.731389389
"5941","CAN","M","1995-11",-2.698718882
"5942","CAN","M","1995-12",2.137687258
"5943","CAN","M","1996-01",-2.067311214
"5944","CAN","M","1996-02",4.375222033
"5945","CAN","M","1996-03",-7.396592802
"5946","CAN","M","1996-04",-2.106627462
"5947","CAN","M","1996-05",4.477818397
"5948","CAN","M","1996-06",5.539898999
"5949","CAN","M","1996-07",-2.195340502
"5950","CAN","M","1996-08",-0.758589098
"5951","CAN","M","1996-09",4.74880449
"5952","CAN","M","1996-10",4.753846967
"5953","CAN","M","1996-11",-2.75113579
"5954","CAN","M","1996-12",0.006921014
"5955","CAN","M","1997-01",1.799339089
"5956","CAN","M","1997-02",3.987151379
"5957","CAN","M","1997-03",4.440630874
"5958","CAN","M","1997-04",-7.126537511
"5959","CAN","M","1997-05",5.253757498
"5960","CAN","M","1997-06",-3.384241027
"5961","CAN","M","1997-07",3.290694592
"5962","CAN","M","1997-08",1.206326799
"5963","CAN","M","1997-09",-4.650499287
"5964","CAN","M","1997-10",-0.074805506
"5965","CAN","M","1997-11",1.517193193
"5966","CAN","M","1997-12",7.729872343
"5967","CAN","M","1998-01",-21.87252814
"5968","CAN","M","1998-02",22.85196939
"5969","CAN","M","1998-03",-0.575295572
"5970","CAN","M","1998-04",0.844823464
"5971","CAN","M","1998-05",3.338338734
"5972","CAN","M","1998-06",1.29097389
"5973","CAN","M","1998-07",-5.632654294
"5974","CAN","M","1998-08",-2.286729289
"5975","CAN","M","1998-09",1.654056533
"5976","CAN","M","1998-10",-7.691068437
"5977","CAN","M","1998-11",11.68103599
"5978","CAN","M","1998-12",-3.366098358
"5979","CAN","M","1999-01",0.553066934
"5980","CAN","M","1999-02",6.064748549
"5981","CAN","M","1999-03",-3.589082638
"5982","CAN","M","1999-04",2.958337921
"5983","CAN","M","1999-05",-2.751130392
"5984","CAN","M","1999-06",2.788118687
"5985","CAN","M","1999-07",2.302943244
"5986","CAN","M","1999-08",-0.794682202
"5987","CAN","M","1999-09",1.836989746
"5988","CAN","M","1999-10",5.560894829
"5989","CAN","M","1999-11",-0.911841331
"5990","CAN","M","1999-12",8.911129016
"5991","CAN","M","2000-01",-11.36319389
"5992","CAN","M","2000-02",2.178878932
"5993","CAN","M","2000-03",5.290914302
"5994","CAN","M","2000-04",-3.039253049
"5995","CAN","M","2000-05",-2.804643524
"5996","CAN","M","2000-06",-1.922271487
"5997","CAN","M","2000-07",3.245471948
"5998","CAN","M","2000-08",5.184413954
"5999","CAN","M","2000-09",3.720728417
"6000","CAN","M","2000-10",-7.902683906
"6001","CAN","M","2000-11",-1.988700886
"6002","CAN","M","2000-12",0.490969919
"6003","CAN","M","2001-01",-0.762401637
